2020-03-01,New York,36,1,0,5163,0,0,0,0,6,0
2020-03-02,New York,36,1,0,2,0,2,0,0,3,0
2020-03-03,New York,36,2,0,1,0,5,0,0,17,0
2020-03-04,New York,36,11,0,2,0,3,0,0,4,0
2020-03-05,New York,36,22,0,3,0,1,0,0,4,2
2020-03-06,New York,36,44,0,2,0,1,0,0,9,0
2020-03-07,New York,36,89,0,2,0,2,0,1,6,0
2020-03-08,New York,36,106,0,1,0,3,0,0,2,0
2020-03-09,New York,36,142,0,1,0,2,0,0,1,1
2020-03-10,New York,36,173,0,2,0,2,0,0,23,0
2020-03-11,New York,36,217,0,2,0,2,0,0,6,0
2020-03-12,New York,36,326,0,4,0,2,0,0,3,0
2020-03-13,New York,36,421,0,3,0,3,0,0,11,0
2020-03-14,New York,36,610,2,6,0,0,0,0,8,0
2020-03-15,New York,36,732,6,5,0,4,0,0,7,0
2020-03-16,New York,36,950,10,3,0,5,0,6,13,0
2020-03-17,New York,36,1375,18,4,0,19,0,4,29,0
2020-03-18,New York,36,2387,32,5,0,16,2,3,53,0
2020-03-19,New York,36,4161,39,7,0,30,0,3,38,0
2020-03-20,New York,36,7113,68,16,0,21,0,0,51,0
2020-03-21,New York,36,10371,95,14,0,8,1,1,40,0
2020-03-22,New York,36,15188,142,12,0,7,1,3,44,0
2020-03-23,New York,36,20899,183,17,0,14,11,0,63,1
2020-03-24,New York,36,25704,264,10,0,6,27,1,73,0
2020-03-25,New York,36,33117,381,10,0,12,51,1,103,0
2020-03-26,New York,36,39058,502,12,0,5,37,2,102,0
2020-03-27,New York,36,44746,645,9,0,15,27,1,73,0
2020-03-28,New York,36,53517,935,10,0,7,15,0,106,1
2020-03-29,New York,36,59783,1180,10,0,9,9,1,111,0
2020-03-30,New York,36,67504,1512,6,0,3,53,1,234,0
2020-03-31,New York,36,76211,1929,5,0,5,29,0,246,0
2020-04-01,New York,36,84364,2415,13,0,8,31,0,321,1
2020-04-02,New York,36,93360,2963,10,0,7,23,1,308,0
2020-04-03,New York,36,103689,3716,7,0,16,44,0,461,0
2020-04-04,New York,36,115963,4535,11,0,20,71,0,587,2
2020-04-05,New York,36,124085,5335,12,0,9,72,0,764,0
2020-04-06,New York,36,133389,6149,5,0,9,43,1,500,2
2020-04-07,New York,36,141703,7185,7,0,21,26,1,432,0
2020-04-08,New York,36,151271,8138,4,0,12,48,0,439,0
2020-04-09,New York,36,162036,9166,4,0,25,78,0,343,1
2020-04-10,New York,36,172830,10162,8,0,23,77,0,347,2
2020-04-11,New York,36,182990,11159,5,0,34,106,1,374,0
2020-04-12,New York,36,191425,12116,4,0,38,163,0,289,1
2020-04-13,New York,36,197973,12998,6,0,40,134,0,271,2
2020-04-14,New York,36,205375,14001,3,0,27,214,1,291,1
2020-04-15,New York,36,217130,14937,7,0,21,182,0,269,1
2020-04-16,New York,36,225761,15669,6,0,30,225,0,346,1
2020-04-17,New York,36,233293,16473,11,0,42,559,7,349,2
2020-04-18,New York,36,240542,17141,13,0,16,414,7,304,0
2020-04-19,New York,36,246741,17793,15,0,48,449,0,272,1
2020-04-20,New York,36,251608,18412,15,0,34,438,1,292,3
2020-04-21,New York,36,255932,19040,20,0,20,480,2,389,3
2020-04-22,New York,36,261591,19647,15,0,7,595,1,362,3
2020-04-23,New York,36,267932,20212,20,0,25,400,4,386,0
2020-04-24,New York,36,276218,20759,40,0,17,514,3,503,1
2020-04-25,New York,36,286901,21326,22,0,24,505,0,472,0
2020-04-26,New York,36,292914,21804,16,0,14,371,2,311,1
2020-04-27,New York,36,296991,22267,28,0,18,465,1,281,1
2020-04-28,New York,36,300276,22777,30,0,24,694,4,307,4
2020-04-29,New York,36,304994,23287,35,0,24,608,9,648,3
2020-04-30,New York,36,309696,23616,34,0,28,355,4,836,9
2020-05-01,New York,36,313575,23841,70,2,53,315,0,457,4
2020-05-02,New York,36,318134,24035,71,0,63,414,9,431,1
2020-05-03,New York,36,321833,24576,73,0,42,682,5,456,0
