2020-03-11 |North Dakota| 38 1 0
2020-03-12 |North Dakota| 38 1 0
2020-03-13 |North Dakota| 38 1 0
2020-03-14 |North Dakota| 38 1 0
2020-03-15 |North Dakota| 38 1 0
2020-03-16 |North Dakota| 38 1 0
2020-03-17 |North Dakota| 38 5 0
2020-03-18 |North Dakota| 38 7 0
2020-03-19 |North Dakota| 38 19 0
2020-03-20 |North Dakota| 38 27 0
2020-03-21 |North Dakota| 38 28 0
2020-03-22 |North Dakota| 38 30 0
2020-03-23 |North Dakota| 38 32 0
2020-03-24 |North Dakota| 38 37 0
2020-03-25 |North Dakota| 38 45 0
2020-03-26 |North Dakota| 38 58 0
2020-03-27 |North Dakota| 38 68 1
2020-03-28 |North Dakota| 38 93 1
2020-03-29 |North Dakota| 38 97 1
2020-03-30 |North Dakota| 38 109 3
2020-03-31 |North Dakota| 38 126 3
2020-04-01 |North Dakota| 38 147 3
2020-04-02 |North Dakota| 38 159 3
2020-04-03 |North Dakota| 38 173 3
2020-04-04 |North Dakota| 38 186 3
2020-04-05 |North Dakota| 38 207 3
2020-04-06 |North Dakota| 38 225 3
2020-04-07 |North Dakota| 38 237 4
2020-04-08 |North Dakota| 38 251 4
2020-04-09 |North Dakota| 38 269 5
2020-04-10 |North Dakota| 38 278 7
2020-04-11 |North Dakota| 38 293 7
2020-04-12 |North Dakota| 38 308 8
2020-04-13 |North Dakota| 38 331 9
2020-04-14 |North Dakota| 38 341 9
2020-04-15 |North Dakota| 38 365 9
2020-04-16 |North Dakota| 38 393 9
2020-04-17 |North Dakota| 38 439 9
2020-04-18 |North Dakota| 38 528 9
2020-04-19 |North Dakota| 38 585 10
2020-04-20 |North Dakota| 38 627 13
2020-04-21 |North Dakota| 38 644 13
2020-04-22 |North Dakota| 38 679 14
2020-04-23 |North Dakota| 38 709 15
2020-04-24 |North Dakota| 38 748 15
2020-04-25 |North Dakota| 38 803 16
2020-04-26 |North Dakota| 38 867 17
2020-04-27 |North Dakota| 38 942 19
2020-04-28 |North Dakota| 38 991 19
2020-04-29 |North Dakota| 38 1033 19
2020-04-30 |North Dakota| 38 1067 19
2020-05-01 |North Dakota| 38 1107 23
2020-05-02 |North Dakota| 38 1153 24
2020-05-03 |North Dakota| 38 1191 25
2020-05-04 |North Dakota| 38 1225 25
2020-05-05 |North Dakota| 38 1266 25
2020-05-06 |North Dakota| 38 1323 31
2020-05-07 |North Dakota| 38 1371 31
2020-05-08 |North Dakota| 38 1425 33
2020-05-09 |North Dakota| 38 1464 35
2020-05-10 |North Dakota| 38 1491 35
2020-05-11 |North Dakota| 38 1518 36
2020-05-12 |North Dakota| 38 1571 38
2020-05-13 |North Dakota| 38 1647 40
2020-05-14 |North Dakota| 38 1712 40
2020-05-15 |North Dakota| 38 1761 42
2020-05-16 |North Dakota| 38 1848 42
2020-05-17 |North Dakota| 38 1900 43
2020-05-18 |North Dakota| 38 1931 44
2020-05-19 |North Dakota| 38 1994 45
2020-05-20 |North Dakota| 38 2095 49
2020-05-21 |North Dakota| 38 2229 51
2020-05-22 |North Dakota| 38 2317 52
2020-05-23 |North Dakota| 38 2365 52
2020-05-24 |North Dakota| 38 2418 53
2020-05-25 |North Dakota| 38 2457 54
2020-05-26 |North Dakota| 38 2422 54
2020-05-27 |North Dakota| 38 2442 59
2020-05-28 |North Dakota| 38 2484 60
2020-05-29 |North Dakota| 38 2523 62
2020-05-30 |North Dakota| 38 2557 63
2020-05-31 |North Dakota| 38 2580 64
2020-06-01 |North Dakota| 38 2628 64
2020-06-02 |North Dakota| 38 2649 68
2020-06-03 |North Dakota| 38 2682 69
2020-06-04 |North Dakota| 38 2709 69
2020-06-05 |North Dakota| 38 2748 74
2020-06-06 |North Dakota| 38 2819 75
2020-06-07 |North Dakota| 38 2864 75
2020-06-08 |North Dakota| 38 2883 75
2020-06-09 |North Dakota| 38 2904 75
2020-06-10 |North Dakota| 38 2944 76
2020-06-11 |North Dakota| 38 2983 77
2020-06-12 |North Dakota| 38 3019 77
2020-06-13 |North Dakota| 38 3061 77
2020-06-14 |North Dakota| 38 3083 77
2020-06-15 |North Dakota| 38 3104 77
2020-06-16 |North Dakota| 38 3127 77
2020-06-17 |North Dakota| 38 3170 78
2020-06-18 |North Dakota| 38 3199 81
2020-06-19 |North Dakota| 38 3232 82
2020-06-20 |North Dakota| 38 3257 82
2020-06-21 |North Dakota| 38 3294 83
2020-06-22 |North Dakota| 38 3319 83
2020-06-23 |North Dakota| 38 3326 84
2020-06-24 |North Dakota| 38 3370 86
2020-06-25 |North Dakota| 38 3402 87
2020-06-26 |North Dakota| 38 3430 87
2020-06-27 |North Dakota| 38 3467 87
2020-06-28 |North Dakota| 38 3504 88
2020-06-29 |North Dakota| 38 3548 88
2020-06-30 |North Dakota| 38 3585 88
2020-07-01 |North Dakota| 38 3624 89
2020-07-02 |North Dakota| 38 3666 89
2020-07-03 |North Dakota| 38 3731 89
2020-07-04 |North Dakota| 38 3788 89
2020-07-05 |North Dakota| 38 3825 89
2020-07-06 |North Dakota| 38 3858 89
2020-07-07 |North Dakota| 38 3903 89
2020-07-08 |North Dakota| 38 3975 89
2020-07-09 |North Dakota| 38 4074 89
2020-07-10 |North Dakota| 38 4158 89
2020-07-11 |North Dakota| 38 4247 91
2020-07-12 |North Dakota| 38 4338 91
2020-07-13 |North Dakota| 38 4446 91
