2020-03-01 Florida 12 2 0
2020-03-02 Florida 12 2 0
2020-03-03 Florida 12 3 0
2020-03-04 Florida 12 3 0
2020-03-05 Florida 12 4 0
2020-03-06 Florida 12 7 2
2020-03-07 Florida 12 12 2
2020-03-08 Florida 12 13 2
2020-03-09 Florida 12 14 2
2020-03-10 Florida 12 23 2
2020-03-11 Florida 12 26 2
2020-03-12 Florida 12 46 2
2020-03-13 Florida 12 70 2
2020-03-14 Florida 12 70 3
2020-03-15 Florida 12 109 3
2020-03-16 Florida 12 141 4
2020-03-17 Florida 12 210 6
2020-03-18 Florida 12 326 7
2020-03-19 Florida 12 434 8
2020-03-20 Florida 12 564 9
2020-03-21 Florida 12 764 11
2020-03-22 Florida 12 1000 13
2020-03-23 Florida 12 1222 18
2020-03-24 Florida 12 1467 20
2020-03-25 Florida 12 1971 23
2020-03-26 Florida 12 2478 29
2020-03-27 Florida 12 3198 46
2020-03-28 Florida 12 4038 56
2020-03-29 Florida 12 4943 60
2020-03-30 Florida 12 5695 72
2020-03-31 Florida 12 6742 85
2020-04-01 Florida 12 7769 100
2020-04-02 Florida 12 9000 144
2020-04-03 Florida 12 10260 169
2020-04-04 Florida 12 11537 194
2020-04-05 Florida 12 12342 220
2020-04-06 Florida 12 13621 253
2020-04-07 Florida 12 14739 295
2020-04-08 Florida 12 15690 322
2020-04-09 Florida 12 16819 370
2020-04-10 Florida 12 17960 418
2020-04-11 Florida 12 18978 445
2020-04-12 Florida 12 19855 460
2020-04-13 Florida 12 21011 498
2020-04-14 Florida 12 21620 570
2020-04-15 Florida 12 22526 613
2020-04-16 Florida 12 23332 667
2020-04-17 Florida 12 24745 725
2020-04-18 Florida 12 25484 747
2020-04-19 Florida 12 26306 773
2020-04-20 Florida 12 27050 822
2020-04-21 Florida 12 27861 866
2020-04-22 Florida 12 28301 926
2020-04-23 Florida 12 29640 986
2020-04-24 Florida 12 30525 1045
2020-04-25 Florida 12 30831 1054
2020-04-26 Florida 12 31520 1073
2020-04-27 Florida 12 32130 1087
2020-04-28 Florida 12 32838 1170
2020-04-29 Florida 12 33185 1216
2020-04-30 Florida 12 33683 1267
2020-05-01 Florida 12 34720 1313
2020-05-02 Florida 12 35455 1363
2020-05-03 Florida 12 36070 1378
2020-05-04 Florida 12 36889 1398
2020-05-05 Florida 12 37431 1470
2020-05-06 Florida 12 37994 1538
2020-05-07 Florida 12 38820 1599
2020-05-08 Florida 12 39191 1668
2020-05-09 Florida 12 39993 1714
2020-05-10 Florida 12 40588 1720
2020-05-11 Florida 12 40974 1734
2020-05-12 Florida 12 41915 1778
2020-05-13 Florida 12 42394 1826
2020-05-14 Florida 12 43202 1874
2020-05-15 Florida 12 44130 1916
2020-05-16 Florida 12 44803 1963
2020-05-17 Florida 12 45580 1972
2020-05-18 Florida 12 46434 1996
2020-05-19 Florida 12 46936 2051
2020-05-20 Florida 12 47463 2095
2020-05-21 Florida 12 48667 2143
2020-05-22 Florida 12 49443 2189
2020-05-23 Florida 12 50119 2232
2020-05-24 Florida 12 50859 2236
2020-05-25 Florida 12 51738 2251
2020-05-26 Florida 12 52247 2258
2020-05-27 Florida 12 52626 2318
2020-05-28 Florida 12 53277 2363
2020-05-29 Florida 12 54489 2412
2020-05-30 Florida 12 55416 2446
2020-05-31 Florida 12 56155 2450
2020-06-01 Florida 12 56822 2459
2020-06-02 Florida 12 57439 2529
2020-06-03 Florida 12 58756 2565
2020-06-04 Florida 12 60175 2606
2020-06-05 Florida 12 61480 2659
2020-06-06 Florida 12 62750 2687
2020-06-07 Florida 12 63930 2699
2020-06-08 Florida 12 64896 2711
2020-06-09 Florida 12 65992 2764
2020-06-10 Florida 12 67363 2800
2020-06-11 Florida 12 69061 2847
2020-06-12 Florida 12 70963 2876
2020-06-13 Florida 12 73544 2924
2020-06-14 Florida 12 75560 2930
2020-06-15 Florida 12 77318 2937
2020-06-16 Florida 12 80101 2992
2020-06-17 Florida 12 82711 3017
2020-06-18 Florida 12 85918 3060
2020-06-19 Florida 12 89740 3103
2020-06-20 Florida 12 93789 3143
2020-06-21 Florida 12 97283 3160
2020-06-22 Florida 12 100209 3172
2020-06-23 Florida 12 103495 3237
2020-06-24 Florida 12 109006 3280
2020-06-25 Florida 12 114010 3326
2020-06-26 Florida 12 122952 3365
2020-06-27 Florida 12 132537 3389
2020-06-28 Florida 12 141067 3418
2020-06-29 Florida 12 146333 3446
2020-06-30 Florida 12 152426 3504
2020-07-01 Florida 12 158989 3549
2020-07-02 Florida 12 169098 3616
2020-07-03 Florida 12 178586 3683
2020-07-04 Florida 12 190044 3701
2020-07-05 Florida 12 200103 3730
2020-07-06 Florida 12 206439 3777
2020-07-07 Florida 12 213786 3840
2020-07-08 Florida 12 223775 3888
2020-07-09 Florida 12 232710 4008
2020-07-10 Florida 12 244143 4101
2020-07-11 Florida 12 254503 4196
2020-07-12 Florida 12 269803 4241
2020-07-13 Florida 12 282427 4276
