2020-03-12 Alaska 02 1 0
2020-03-13 Alaska 02 1 0
2020-03-14 Alaska 02 1 0
2020-03-15 Alaska 02 1 0
2020-03-16 Alaska 02 3 0
2020-03-17 Alaska 02 6 0
2020-03-18 Alaska 02 9 0
2020-03-19 Alaska 02 12 0
2020-03-20 Alaska 02 14 0
2020-03-21 Alaska 02 21 0
2020-03-22 Alaska 02 22 0
2020-03-23 Alaska 02 36 0
2020-03-24 Alaska 02 42 0
2020-03-25 Alaska 02 59 0
2020-03-26 Alaska 02 69 0
2020-03-27 Alaska 02 85 1
2020-03-28 Alaska 02 102 1
2020-03-29 Alaska 02 114 2
2020-03-30 Alaska 02 120 2
2020-03-31 Alaska 02 133 2
2020-04-01 Alaska 02 143 2
2020-04-02 Alaska 02 146 2
2020-04-03 Alaska 02 156 2
2020-04-04 Alaska 02 169 3
2020-04-05 Alaska 02 183 4
2020-04-06 Alaska 02 189 4
2020-04-07 Alaska 02 211 4
2020-04-08 Alaska 02 224 5
2020-04-09 Alaska 02 233 5
2020-04-10 Alaska 02 244 5
2020-04-11 Alaska 02 255 6
2020-04-12 Alaska 02 270 6
2020-04-13 Alaska 02 275 6
2020-04-14 Alaska 02 283 7
2020-04-15 Alaska 02 291 7
2020-04-16 Alaska 02 298 7
2020-04-17 Alaska 02 307 7
2020-04-18 Alaska 02 312 7
2020-04-19 Alaska 02 317 7
2020-04-20 Alaska 02 319 7
2020-04-21 Alaska 02 327 7
2020-04-22 Alaska 02 333 7
2020-04-23 Alaska 02 335 7
2020-04-24 Alaska 02 337 7
2020-04-25 Alaska 02 337 7
2020-04-26 Alaska 02 339 7
2020-04-27 Alaska 02 343 7
2020-04-28 Alaska 02 349 7
2020-04-29 Alaska 02 353 7
2020-04-30 Alaska 02 353 7
2020-05-01 Alaska 02 362 7
2020-05-02 Alaska 02 363 7
2020-05-03 Alaska 02 366 7
2020-05-04 Alaska 02 368 7
2020-05-05 Alaska 02 369 7
2020-05-06 Alaska 02 370 8
2020-05-07 Alaska 02 373 8
2020-05-08 Alaska 02 376 8
2020-05-09 Alaska 02 377 8
2020-05-10 Alaska 02 378 8
2020-05-11 Alaska 02 380 8
2020-05-12 Alaska 02 383 8
2020-05-13 Alaska 02 383 8
2020-05-14 Alaska 02 387 8
2020-05-15 Alaska 02 388 8
2020-05-16 Alaska 02 392 8
2020-05-17 Alaska 02 396 8
2020-05-18 Alaska 02 399 8
2020-05-19 Alaska 02 399 8
2020-05-20 Alaska 02 402 8
2020-05-21 Alaska 02 402 8
2020-05-22 Alaska 02 404 8
2020-05-23 Alaska 02 409 8
2020-05-24 Alaska 02 409 8
2020-05-25 Alaska 02 412 8
2020-05-26 Alaska 02 416 8
2020-05-27 Alaska 02 417 8
2020-05-28 Alaska 02 430 8
2020-05-29 Alaska 02 436 8
2020-05-30 Alaska 02 441 8
2020-05-31 Alaska 02 469 8
2020-06-01 Alaska 02 476 8
2020-06-02 Alaska 02 497 8
2020-06-03 Alaska 02 516 8
2020-06-04 Alaska 02 542 8
2020-06-05 Alaska 02 565 8
2020-06-06 Alaska 02 579 8
2020-06-07 Alaska 02 588 8
2020-06-08 Alaska 02 607 8
2020-06-09 Alaska 02 620 9
2020-06-10 Alaska 02 642 9
2020-06-11 Alaska 02 666 9
2020-06-12 Alaska 02 688 10
2020-06-13 Alaska 02 722 10
2020-06-14 Alaska 02 734 10
2020-06-15 Alaska 02 738 10
2020-06-16 Alaska 02 751 10
2020-06-17 Alaska 02 776 10
2020-06-18 Alaska 02 795 10
2020-06-19 Alaska 02 821 10
2020-06-20 Alaska 02 845 10
2020-06-21 Alaska 02 859 10
2020-06-22 Alaska 02 869 10
2020-06-23 Alaska 02 905 10
2020-06-24 Alaska 02 926 10
2020-06-25 Alaska 02 971 10
2020-06-26 Alaska 02 1001 12
2020-06-27 Alaska 02 1027 12
2020-06-28 Alaska 02 1060 12
2020-06-29 Alaska 02 1085 12
2020-06-30 Alaska 02 1132 12
2020-07-01 Alaska 02 1174 12
2020-07-02 Alaska 02 1224 12
2020-07-03 Alaska 02 1284 13
2020-07-04 Alaska 02 1339 14
2020-07-05 Alaska 02 1371 14
2020-07-06 Alaska 02 1401 14
2020-07-07 Alaska 02 1423 15
2020-07-08 Alaska 02 1472 15
2020-07-09 Alaska 02 1521 15
2020-07-10 Alaska 02 1579 15
2020-07-11 Alaska 02 1656 15
2020-07-12 Alaska 02 1772 15
2020-07-13 Alaska 02 1843 15
