id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1281738010564816897,1281738010564816897,1594425129000,2020-07-10,19:52:09,Est (heure d?été),771546275011452929,jfegomez65,Fernando Esquer,,Maybe this will convince some? 🤔😷#WearAMask unless I guess you’d rather ...  pic.twitter.com/9LxVqR8W1e,[],[],['https://pbs.twimg.com/media/Ecml7SoU4AAdvG6.jpg'],0,0,3,['#wearamask'],[],https://twitter.com/JFEGomez65/status/1281738010564816897,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '771546275011452929', 'username': 'JFEGomez65'}]",,,,
1281737930550194182,1281737930550194182,1594425110000,2020-07-10,19:51:50,Est (heure d?été),1014138419553787904,maninasuit2,man_in_a_suit,,"For all those COVID deniers, thus shit is real and it doesn’t care your political beliefs. IT WILL KILL YOU! #WearAMask WEAR A FUCKING MASK!  https://twitter.com/leshailyes/status/1281723885847707648 …",[],['https://twitter.com/leshailyes/status/1281723885847707648'],[],0,0,0,['#wearamask'],[],https://twitter.com/maninasuit2/status/1281737930550194182,False,https://twitter.com/LesHailYes/status/1281723885847707648,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '1014138419553787904', 'username': 'maninasuit2'}]",,,,
1281737886996537344,1281737886996537344,1594425100000,2020-07-10,19:51:40,Est (heure d?été),1263925315539173379,haswoodforks,Christina Haswood,,A fun reminder to practice public health practices! #healthyhabits6step #publichealth #washyourhands #wearamask  https://vm.tiktok.com/JLFBQV1/ ,[],['https://vm.tiktok.com/JLFBQV1/'],[],0,1,2,"['#healthyhabits6step', '#publichealth', '#washyourhands', '#wearamask']",[],https://twitter.com/HaswoodForKS/status/1281737886996537344,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '1263925315539173379', 'username': 'HaswoodForKS'}]",,,,
1281737847389802496,1281737847389802496,1594425091000,2020-07-10,19:51:31,Est (heure d?été),862310055609282560,snappyohnoez,💙I’mTrying2BAnOptimist💙,,"We can’t trust our officials to look out for us, so we have to educate ourselves and stay safe. #IWillWearMyMask4U and I hope you’ll wear yours for me. We’re on our own, #SouthCarolina #WearAMask #McMasterDoesntCare #Wuss https://twitter.com/Lanc_LangT/status/1281625874899632129 …",[],['https://twitter.com/Lanc_LangT/status/1281625874899632129'],[],0,0,0,"['#iwillwearmymask4u', '#southcarolina', '#wearamask', '#mcmasterdoesntcare', '#wuss']",[],https://twitter.com/SnappyOhnoez/status/1281737847389802496,False,https://twitter.com/Lanc_LangT/status/1281625874899632129,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '862310055609282560', 'username': 'SnappyOhnoez'}]",,,,
1281737689625231360,1281737689625231360,1594425053000,2020-07-10,19:50:53,Est (heure d?été),766484140539645952,oglaramsfan,O.G.L.A.RAMS FAN,,"I got to give it to Mike Trout he's making a huge statement!! Thank you @miketrout for caring. #wearamask😷 @ Fullerton, California  https://www.instagram.com/p/CCewrdUFj-O/?igshid=1d0opbyvjwbr …",['miketrout'],['https://www.instagram.com/p/CCewrdUFj-O/?igshid=1d0opbyvjwbr'],[],0,0,0,['#wearamask'],[],https://twitter.com/oglaramsfan/status/1281737689625231360,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '766484140539645952', 'username': 'oglaramsfan'}, {'user_id': '145107843', 'username': 'MikeTrout'}]",,,,
1281737596067033089,1281737596067033089,1594425031000,2020-07-10,19:50:31,Est (heure d?été),306531574,kenkysor,Ken Kysor,,"If you’re not gonna wear a mask, at least wear this so everyone knows how intelligent you are. If you wear this, others won’t catch your stupidity. #WearAMask  pic.twitter.com/2QUFkmUPgp",[],[],['https://pbs.twimg.com/media/Ecmli-gXkAAwQFB.jpg'],0,0,1,['#wearamask'],[],https://twitter.com/kenkysor/status/1281737596067033089,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '306531574', 'username': 'kenkysor'}]",,,,
1281737563196268544,1281619981927616512,1594425023000,2020-07-10,19:50:23,Est (heure d?été),51827732,ecclesias,Kathy NJ,,"This isn't condescension.

But your tweet is.

#WearAMask","['bill_lessthan3', 'rexchapman']",[],[],0,0,11,['#wearamask'],[],https://twitter.com/ecclesias/status/1281737563196268544,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '51827732', 'username': 'ecclesias'}, {'user_id': '1086963315606048768', 'username': 'Bill_LessThan3'}, {'user_id': '324703658', 'username': 'RexChapman'}]",,,,
1281737535962529792,1281602889505439744,1594425016000,2020-07-10,19:50:16,Est (heure d?été),26861149,matt_huffman,Matt Huffman,,Be part of the solution #WearAMask,"['harleyrouda', 'markwarschauer', 'michellesteelca']",[],[],0,1,3,['#wearamask'],[],https://twitter.com/matt_huffman/status/1281737535962529792,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '26861149', 'username': 'matt_huffman'}, {'user_id': '27789237', 'username': 'HarleyRouda'}, {'user_id': '17316060', 'username': 'markwarschauer'}, {'user_id': '1122934522134315009', 'username': 'MichelleSteelCA'}]",,,,
1281737469189328896,1281700573356539906,1594425000000,2020-07-10,19:50:00,Est (heure d?été),851415276,nicoleb_md,"Nicole Baldwin, MD, FAAP",,"Saw this on #TikTok yesterday. I ❤️ @BillNye
#WearAMask","['mvp_pediatric', 'billnye', 'drpaulawhiteman', 'tcrg2012', 'drjaimefriedman', 'joyhenningsenmd', 'paigekennedymd', 'drlindamd', 'jillgrimesmd', 'sayfuturemed', 'drtoddwo']",[],[],1,0,3,"['#tiktok', '#wearamask']",[],https://twitter.com/NicoleB_MD/status/1281737469189328896,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '851415276', 'username': 'NicoleB_MD'}, {'user_id': '415599621', 'username': 'MVP_Pediatric'}, {'user_id': '37710752', 'username': 'BillNye'}, {'user_id': '1071914027792556032', 'username': 'DrPaulaWhiteman'}, {'user_id': '748362288', 'username': 'TCRG2012'}, {'user_id': '812269908', 'username': 'DrJaimeFriedman'}, {'user_id': '1215132481189564417', 'username': 'JoyHenningsenMD'}, {'user_id': '1262456160243851266', 'username': 'paigekennedyMD'}, {'user_id': '1573873243', 'username': 'DrLindaMD'}, {'user_id': '28187171', 'username': 'JillGrimesMD'}, {'user_id': '2398524036', 'username': 'sayfuturemed'}, {'user_id': '14989473', 'username': 'DrToddWo'}]",,,,
1281737425581215744,1281737425581215744,1594424990000,2020-07-10,19:49:50,Est (heure d?été),1170304094,chowdownnash,Chow Down,,Dreaming of days when I can follow that sign through those doors and order a beer. For now I’ll just keep taking my beers to-go because not even a pandemic will keep me from my Lovebird 🍻 #wearamask…  https://www.instagram.com/p/CCewjs8hbUJ/?igshid=wfpowg7kz7bd …,[],['https://www.instagram.com/p/CCewjs8hbUJ/?igshid=wfpowg7kz7bd'],[],0,0,0,['#wearamask'],[],https://twitter.com/ChowDownNash/status/1281737425581215744,False,,0,"Jacksonville, Duval County, Florida, United States of America",,,,,,"[{'user_id': '1170304094', 'username': 'ChowDownNash'}]",,,,
